sha256	group	content_class	source	license	size_bytes	path
0383d9f00eb5cfcce3605828b9687f05420cb42085863bcade9c3b5be74fe6ca	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	5544	mlp-tune-fast/size-dense-renders/2693212__sz48.png
03b460c03ca480522dc69ada15162d6748f40e4ed7b06d0c0068eebedebec5f5	kadid10k	mixed	kadid10k-distortion-set	Pixabay	485540	mlp-tune-fast/kadid10k/I12.png
04b31111dd0003e7ba64fa97fb13fbd565b59efc994b561d23e1129f3512f9fd	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	13743	mlp-tune-fast/size-dense-renders/1173777__sz80.png
04d10f9b48e33b17da066de109b58608881ecfbd22c330af13e94115f419ed48	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	2692	mlp-tune-fast/size-dense-renders/Beam-Space-Processing__sz80.png
04e4a5f6cf4463140f8ea083e5ffa212d17835eb826bc95f787009e0493591d7	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	358288	mlp-tune-fast/size-dense-renders/pexels-photo-4210863__sz384.png
051667c3aeca8a764580149aabf433e088a6b11f2e604fee19f75a52d9d249cf	kadid10k	mixed	kadid10k-distortion-set	Pixabay	123827	mlp-tune-fast/kadid10k/I38.png
05348fc11fdc270866b18454ce39cf2bf40e235152801ee88a4dd1902e931da2	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	254171	mlp-tune-fast/size-dense-renders/1e2f9d41529197f10d32bfa68a1e0bcc__sz384.png
05726ce1eee2384d106db2a875fedf6c0a76ee44ace06aa95bed51979cbdd244	clic-1024-train	photo	clic2025-1024px-resized-train	Unsplash	1124898	mlp-tune-fast/clic-1024-train/22ea12c903e41583b7c469cb86040157.png
05b11a9ef925749de6e024cd3873a513d8065d11ed2cefc87eb704929d382ba3	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	24940	mlp-tune-fast/size-dense-renders/Beam-Space-Processing__sz384.png
0641a95c9d3641b791a2262a97895da215a523b5a0b8cb4f5634da5e573dbcd5	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	404433	mlp-tune-fast/cid22-train/1661950.png
064ca9083dbfd1b77147e03e38484ce5328bb65427be1d2412c7ba9e8d5ad32c	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	232032	mlp-tune-fast/cid22-train/1454804.png
06597cde948ec9f543e9a452bc16ffcff69e01c0e943a6fd12f03051a12d179b	clic-1024-train	photo	clic2025-1024px-resized-train	Unsplash	1100869	mlp-tune-fast/clic-1024-train/d1a9be98d1936065967adac50a6fb750.png
068251eba26a13e66e8d2ba1720a40ac452afc828e4422f35921c16053eb4d5f	kadid10k	mixed	kadid10k-distortion-set	Pixabay	284690	mlp-tune-fast/kadid10k/I33.png
06bfa75371e43522582c381ce927c5e0f98543203d83d1e8562a0087bc1a0d09	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	166029	mlp-tune-fast/size-dense-renders/26103251787_d8635e260d_o__sz320.png
0910db09552278e888de6e772cf5584837c52f0fc763df08783e7b516fc28a49	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	120406	mlp-tune-fast/cid22-train/adriankierman-report-page.png
09271fa831e37b2933145d9c2d6e1f904399d0c474a180ebfa90527bab5b2fe1	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	432601	mlp-tune-fast/cid22-train/2123337.png
09b0f0f333e9993b4b8348f45b8a37be77d4f2b0db1b6b9d2d724c221190f813	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	289726	mlp-tune-fast/cid22-train/1292115.png
0a79a81022caebe7f212e28e8c8a44add5dc2cff562d5e9a2c2b3543290e0c80	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	3528	mlp-tune-fast/size-dense-renders/1129482__sz80.png
0b96c7a9e9caadd1db7e8ff99aaefa7d927496eaf0c53e792eb669c0b8062729	kadid10k	mixed	kadid10k-distortion-set	Pixabay	485266	mlp-tune-fast/kadid10k/I40.png
0bada1eb6a9f523e5e3a4d5c4742f6c21607c27996b314f47d837fdef7a8ee18	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	347246	mlp-tune-fast/cid22-train/2232979.png
0d13217e6a93999fd3f3b28796df8b3dd12522984644376de00915fa78d39b8c	clic-1024-train	photo	clic2025-1024px-resized-train	Unsplash	1368773	mlp-tune-fast/clic-1024-train/0c49a5cce349020bbba2f97ae41e90ba.png
0d1322274a51490648354bf55222ab7dfea3e78fba82209ea98b67704f3264ba	clic-1024-train	photo	clic2025-1024px-resized-train	Unsplash	1292424	mlp-tune-fast/clic-1024-train/7e499613c3e376ea93afb3649719abeb.png
0d55f4c0e0217e6dfae62852a6b0dcc4b7424f44a92e9a344e9d23cccabf3b47	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	54092	mlp-tune-fast/size-dense-renders/1173777__sz160.png
0da74d8b94ff3c89f3578296ea87305ce1623d890f0c5cb8e54b907428675f15	clic-train	photo	clic2025-native-train	Unsplash	3745200	mlp-tune-fast/clic-train/8bb119b8ca17492392e1e3ea4b811b32.png
0efb4acbd4e177966da578024a952fe2ace2fb6cf2ca9f21a2c6d8dd6166fa2f	gb82-photo	photo	gb82-photos	CC0-1.0	266527	mlp-tune-fast/gb82-photo/rain-lossless.png
0f22b4baad30fb3749bca837bcfa5a886f9ccf8c866932b0cf4c8c101208afd4	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	99887	mlp-tune-fast/size-dense-renders/2062426__sz256.png
0f247f2be3de720839248db3928bf5ff007092f2c1c6dc1c9d42d22972783bc1	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	263322	mlp-tune-fast/cid22-train/1545529.png
0f35e280adbb008743b24d13eb0400b229aa1639c6cf66599078db017a08c7ae	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	439673	mlp-tune-fast/cid22-train/pexels-photo-1130297.png
0f47e28fd10ab01ca129fafefec9ac3efdd749d9be83d0b9d877054ee168ddfe	kadid10k	mixed	kadid10k-distortion-set	Pixabay	402405	mlp-tune-fast/kadid10k/I63.png
1007681cef0c7344fca8a4ab76697f552f693df74aea6d65642e902c03b55fc5	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	189555	mlp-tune-fast/size-dense-renders/b939ac34faa94b5d0e753d570edc7048__sz512.png
102ac96f6a76fcef7fa603e3868ff5375c6f7955104561d100f5f1e7467a8f8f	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	201317	mlp-tune-fast/size-dense-renders/pexels-photo-3568544__sz384.png
10470501c0ba1d46857c57302f4ec3f0dbcb1c0bb8f5a87dacbeb0687160cfd4	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	2274	mlp-tune-fast/size-dense-renders/26103251787_d8635e260d_o__sz32.png
10d52f311ba3eee6baeb22ac59d66905f311d0a39ad5db6170c1b963153363ba	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	14671	mlp-tune-fast/size-dense-renders/2693212__sz80.png
1133a2ec4aebc96fb881186d5443128bd31bcb105569e87218883a9fd4ef7aad	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	456612	mlp-tune-fast/cid22-train/pexels-photo-1544724.png
1294c7be3f52c2960ee015b3abf65a3cb7656cf4ad6418c77fb08848e9fb5eca	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	110006	mlp-tune-fast/size-dense-renders/26103251787_d8635e260d_o__sz256.png
129fdfc9e99161836c65a6cd59afa8708d79b3920d7dc5362bed71a63cbcba3b	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	305183	mlp-tune-fast/cid22-train/7062227.png
12cc3e74ca3a4ff2e2fff105dfaa575c361f1028d91fd3a8ea7260631461c768	gb82-photo	photo	gb82-photos	CC0-1.0	498033	mlp-tune-fast/gb82-photo/path-lossless.png
13017e0bc986f380c833aa00d181cfcdcc6440f95e50aec969c89d5ed4f9feea	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	3486	mlp-tune-fast/size-dense-renders/Performance-Graph__sz64.png
1394dcf03d44226b8158ba20df0b5c7306e06a9aa1150337b98c0e6e0af04d50	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	2559	mlp-tune-fast/size-dense-renders/2693212__sz32.png
13d29ed22cecfc759406f03c88e47bcd8ab18718e2633b7e8fce7925ccbc76e8	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	12168	mlp-tune-fast/size-dense-renders/Performance-Graph__sz192.png
150e1dd0e5032adfe287935c8ca3daf52776f92ab565466d251cfbf8456e3000	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	1305	mlp-tune-fast/size-dense-renders/Performance-Graph__sz32.png
153928a81c3811f0bd08ad1dbed0c6c950c1ca702134b6629b95a4ec488143ab	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	534002	mlp-tune-fast/cid22-train/33162.png
154cfd95dd2bd94675802e5645fd6d3111dcd55b7a58fac5f544866e0fefad2a	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	18805	mlp-tune-fast/size-dense-renders/Beam-Space-Processing__sz320.png
15595e1a49028e3513bd38ff3c7a28a65960633b9841e5f6236d399ce5400b17	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	95177	mlp-tune-fast/size-dense-renders/pexels-photo-3568544__sz256.png
160eb5004cfa03cdf72c726f24f65d747cf67e932ce7b668e03d8d296b4737a2	gb82-photo	photo	gb82-photos	CC0-1.0	255485	mlp-tune-fast/gb82-photo/haze-lossless.png
1614ba71cc2a77285c6cbece1568879d4c895bb0f394668f5e471df48b54e4ec	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	12963	mlp-tune-fast/size-dense-renders/1e2f9d41529197f10d32bfa68a1e0bcc__sz96.png
1617c01d1279e23c298d99665949c0ddd5b111e71dbff01a1dd524b9dc46e702	gb82-screen	screenshot	gb82-screens	CC0-1.0	249815	mlp-tune-fast/gb82-screen/gmessages.png
1666e6fa3175c5b0ccffdf21e54fabfd8da038d9f556ebb0fac5731d9f935755	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	369266	mlp-tune-fast/cid22-train/pexels-photo-7438498.png
16ab8d15b113784e7a06f59d8b046c0aae029146785d8b5231e4ec88ff25ff35	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	425037	mlp-tune-fast/cid22-train/pexels-photo-7078290.png
16e282da0e8b0b84e40bf8a5a6f61134893b6e99f47e2aa399d9b108c9e8488a	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	368897	mlp-tune-fast/cid22-train/1722183.png
170a099e5c4b447675a1b541ded370a0645b41174578597836a3ecb407fb2beb	clic-1024-train	photo	clic2025-1024px-resized-train	Unsplash	1756872	mlp-tune-fast/clic-1024-train/5e5ce43575fa67fdc0dd37146d7f479e.png
1761db9c5778e37ed12454c3314d1d970285ed454ee293772112c5eec1c6a875	clic-1024-train	photo	clic2025-1024px-resized-train	Unsplash	1240336	mlp-tune-fast/clic-1024-train/2c1f84548ef99faec2b4f9bf12227c83.png
178cc5a51fa10b0f0a8f779e93c54b5d05de827253b0aa34bf909cf95a5cc6d3	kadid10k	mixed	kadid10k-distortion-set	Pixabay	290626	mlp-tune-fast/kadid10k/I52.png
17f8c63bfa056e9ebbb732f82d90d2167e0b9baecb7afb60ac275a5d182aee55	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	322837	mlp-tune-fast/cid22-train/4666751.png
18a54ed07c1b0463f5b3c2d49433adc1df507e0a95015de21965d87fcb881880	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	2641	mlp-tune-fast/size-dense-renders/b939ac34faa94b5d0e753d570edc7048__sz48.png
18de7602b0467006b5b5c0e1d3bbf5b0f56a9969bb1e26a86402d4f2e317e80f	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	13957	mlp-tune-fast/size-dense-renders/Beam-Space-Processing__sz256.png
192a6b91341ab9b2faa8e0f158eaf48ddd6d25841fc0374a847b98e3c1a667dd	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	1276	mlp-tune-fast/size-dense-renders/Beam-Space-Processing__sz48.png
19c10346e6fed9f7af6b1f956bc38cad9edaa99ecd3844cc9fa1389741caf840	gb82-screen	screenshot	gb82-screens	CC0-1.0	197711	mlp-tune-fast/gb82-screen/codec_wiki.png
19c5f0d3e8628a9f44d1ab5914908f1519bc1c0fea6e723ab5abd92dea5c8a29	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	389035	mlp-tune-fast/size-dense-renders/b939ac34faa94b5d0e753d570edc7048__sz768.png
1a309272c22d6af029078a23c5678e453213f1ed5c7d4703544e2b04dba4209d	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	3272	mlp-tune-fast/size-dense-renders/2062426__sz40.png
1a3c6d7079ab345a61ee0d54484873f7fff7a2667cb3228ba7cf374953414335	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	476992	mlp-tune-fast/cid22-train/164338.png
1ab751b7fa3afaf285629d136981825e0bcd6e186435dea7a5ea4f45ace8de96	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	1911	mlp-tune-fast/size-dense-renders/Beam-Space-Processing__sz64.png
1ad1fefc8d3b1e8d2acc7ad2025ff6a0d7f64842aa10c477d955d311d092e9cf	kadid10k	mixed	kadid10k-distortion-set	Pixabay	333864	mlp-tune-fast/kadid10k/I50.png
1c611f67bcc24ce16d46a86cb70a5c2c76dbeb2c3f199fadddddc36b916ddabe	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	399296	mlp-tune-fast/cid22-train/pexels-photo-2802032.png
1c9deabfbe43dfff391123ea0f008ab08d75e19da4a0dad59af521ccce2a1beb	gb82-screen	screenshot	gb82-screens	CC0-1.0	103007	mlp-tune-fast/gb82-screen/terminal.png
1d8120b19d9a533391c03b4732b64d55647ac793ef937e79b8977297670b0958	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	58001	mlp-tune-fast/size-dense-renders/2062426__sz192.png
1ddc0ccbb098c223efbd415045a3ab55409730673f343263aab7dd2fea81e2a4	clic-1024-train	photo	clic2025-1024px-resized-train	Unsplash	1189236	mlp-tune-fast/clic-1024-train/b939ac34faa94b5d0e753d570edc7048.png
1e3de902b0bfa03cf26184c2a6661d28ac143d06b26888653688873219abc11c	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	3098	mlp-tune-fast/size-dense-renders/4934193__sz40.png
1eb0ef148019319318928284f5fee03fcb050ea25ab0aba4f6bc2cce63e09036	kadid10k	mixed	kadid10k-distortion-set	Pixabay	273535	mlp-tune-fast/kadid10k/I56.png
1f9fb38ba71d32b50b9f063d8a9fb9f6be513817f1d806f790b3e2e96811b636	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	119354	mlp-tune-fast/size-dense-renders/4cd6910a0b7b39365fda5df87618d091__sz768.png
1fbc6c8d02b88a4107ff7043ff74d0b5f1852c9d3a8cec21da6de569c50b41ed	clic-train	photo	clic2025-native-train	Unsplash	1642994	mlp-tune-fast/clic-train/b51d5fb537246482ef7a7ab63f093cab.png
202bf14d9c3ed1e702a6468d58b8dcaaa6a77a0d4afc75ab790f8b2b22f3cb43	kadid10k	mixed	kadid10k-distortion-set	Pixabay	269626	mlp-tune-fast/kadid10k/I65.png
20812d9bf1ce6dc2e572df57c1efef3dd4f70a6c8bd76d76beaea91ae8d9d79c	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	259366	mlp-tune-fast/cid22-train/8442861.png
212c7b26c48f67b3aefafeb7403622be45f4831149d4b8644ad4007ee77e51fa	gb82-photo	photo	gb82-photos	CC0-1.0	251901	mlp-tune-fast/gb82-photo/pixel-lossless.png
21e973f2e43000b1ec369ce783d018360bd446e61b81118bbca3d64bf53110f3	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	39971	mlp-tune-fast/cid22-train/No-interference.png
221a09f6f9f8a7f40601b2d64015f0fb538b204a96ebd675755d62696f8f7551	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	8341	mlp-tune-fast/size-dense-renders/pexels-photo-4210863__sz64.png
22d93a3e7d0986a12d43f0526ddc4e74143052d78b44cc635f1afe946f5db107	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	540019	mlp-tune-fast/cid22-train/pexels-photo-4177747.png
22e3065d88d197e49ab2b84a0ca90f634b095b45e3bce9b53aea956fcfddae17	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	370246	mlp-tune-fast/cid22-train/pexels-photo-3193731.png
2344bcc115e4361c8752ed9816e0becb8b236b9d54138eb5f305993698d33f48	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	511155	mlp-tune-fast/cid22-train/53435.png
23a2d77427e9f16ee12e091ab19e3a16b0dc8368167c35a8287a23c921f9313a	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	6567	mlp-tune-fast/size-dense-renders/pexels-photo-6096399__sz64.png
242ad398f86782161b09811f0bcc69e8752a99773ba772bb55d7f40634329f0b	clic-1024-train	photo	clic2025-1024px-resized-train	Unsplash	1430673	mlp-tune-fast/clic-1024-train/8bb119b8ca17492392e1e3ea4b811b32.png
247eaf29537e2605dcd89acf17ffbeeae5e399cfe61fcdcaf52d541cd4817ccb	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	330726	mlp-tune-fast/size-dense-renders/22ea12c903e41583b7c469cb86040157__sz640.png
24cfb43700cab275c2d124f237a9422fe0aff47e5ff7c62371a05dac0f4fe1b9	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	2507	mlp-tune-fast/size-dense-renders/1129482__sz64.png
24e1cf12a305c4de4881477f9dff26fda9e49c8a312d5a97fa23cdd8cc25d75d	gb82-photo	photo	gb82-photos	CC0-1.0	330506	mlp-tune-fast/gb82-photo/guitar-lossless.png
25af4760cd403b050a6c4c046e1bf254b0e58361037b13d1961090ee2fd309fe	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	338308	mlp-tune-fast/cid22-train/3623285.png
25bf4ebb1414d64dacbf11a52018218dbbc4ccc480bec8ee2fe2e13a6aa43a0c	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	281296	mlp-tune-fast/size-dense-renders/b939ac34faa94b5d0e753d570edc7048__sz640.png
26003291f2e56a78540036d63a42aad469ed52d16183b3290e6e3b383c3bada9	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	16012	mlp-tune-fast/size-dense-renders/pexels-photo-3568544__sz96.png
26a5891e1d83acecbb926bfa3c6909c2cc18f63073e9735810ff969514ae8d0e	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	11796	mlp-tune-fast/size-dense-renders/4cd6910a0b7b39365fda5df87618d091__sz192.png
26c212e07bfbc7805a1bc10919f7738edd3861306626318d0e4279016dc57f23	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	3456	mlp-tune-fast/size-dense-renders/Beam-Space-Processing__sz96.png
26cf1931e8202aebf5fe629cdabcb9df8dd681be49bd5aece808b2d359b236f9	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	30454	mlp-tune-fast/size-dense-renders/Performance-Graph__sz384.png
2767a107caf0df9c025b5bedfa64c562c124b7cb100e9a44290b52c58401d246	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	421166	mlp-tune-fast/cid22-train/pexels-photo-6926600.png
27fa2a9b133324bda3fa0284697920c4bd1ea425baba400031dd0f669fce117d	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	37618	mlp-tune-fast/size-dense-renders/4cd6910a0b7b39365fda5df87618d091__sz384.png
28041cbdffbec829ebe7f449741a543697b4207390f6d9a18a7d633f7b0b7325	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	384942	mlp-tune-fast/cid22-train/580612.png
280665498758e01701bccc1b91833bda3f5860fc9d5eadc4d3b691c011c575ed	clic-train	photo	clic2025-native-train	Unsplash	3282287	mlp-tune-fast/clic-train/d79d465ac77c36518e0f0d626bf97ec4.png
283af15e2568011ce5a346d5ce6391a5bf33bdc25e17b4b9e9603b6edeaf2cff	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	58499	mlp-tune-fast/size-dense-renders/1e2f9d41529197f10d32bfa68a1e0bcc__sz192.png
29f637ce7934a542c116049d4e74f1885d88dc08f689d557d599aa95fc5049de	clic-1024-train	photo	clic2025-1024px-resized-train	Unsplash	998027	mlp-tune-fast/clic-1024-train/097cb426910ba8ce2525dd8bb7fb1777.png
2a1d70b387662023765bd19ad16c93a18547798b5add9c6935498eb91dfa2245	kadid10k	mixed	kadid10k-distortion-set	Pixabay	268623	mlp-tune-fast/kadid10k/I01.png
2a852da05751d574d41f1c7624b11fe8d9cd86ccf45b4facd2e5f85e990924ec	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	437240	mlp-tune-fast/cid22-train/1147124.png
2a9a96529e31bbd01aa73a38ebe64468db9733849c206caf132f3a5477f6c79a	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	47459	mlp-tune-fast/size-dense-renders/962312__sz256.png
2aaf7b7fb20f013290b4e68bb5955da41ed32e94afe57629b36c57114574a0ef	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	77284	mlp-tune-fast/cid22-train/nicubunu_Game_baddie_Policeman.png
2b76992d7b0578d0ca333c61cf3dac4938f3ae2c8c7a613dc3179fc3125ec7c4	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	399360	mlp-tune-fast/cid22-train/1001682.png
2b8338598eac296506dd839d368367e1aa894d92a21531341f996d9cda4cfe4a	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	14057	mlp-tune-fast/size-dense-renders/1624307__sz80.png
2bb8ad89a932d69d56b2733d0cec23df7370718650210b00d69356bbf2352574	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	4787	mlp-tune-fast/size-dense-renders/Performance-Graph__sz80.png
2bbfa289d5b9c786ff1a0bb3b44e4f45af6b9180089d3a5cc7975b3fee21c8c4	clic-1024-train	photo	clic2025-1024px-resized-train	Unsplash	393926	mlp-tune-fast/clic-1024-train/4cd6910a0b7b39365fda5df87618d091.png
2c0f1781ea49def17195b3e954e500ead8b7cc493db8fcc99439b7e0fdb211c4	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	87416	mlp-tune-fast/cid22-train/EPICA Delta D Plot.png
2c3bee67c5454f971564178f15bf81150306bfc6c664c41e94b41702e0cd816e	clic-train	photo	clic2025-native-train	Unsplash	2419207	mlp-tune-fast/clic-train/28d24b9c83de066597ff96a68769884f.png
2cb4bff854abb3d960cd76c09ca4175057c6a173a88afcdcf6bea22bc5e93cad	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	44884	mlp-tune-fast/size-dense-renders/pexels-photo-6096399__sz192.png
2d74383267345922b4afb34f04d6249ca9a39869d9954008e24a7794263b9415	clic-train	photo	clic2025-native-train	Unsplash	3382410	mlp-tune-fast/clic-train/0c49a5cce349020bbba2f97ae41e90ba.png
2e34a4e94cdaaa174f0a04730d61b611e063fa4e2cb855a0969967b82d89e73b	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	27588	mlp-tune-fast/size-dense-renders/2062426__sz128.png
2edc7235368361d581ee8117409466eb26818e876088fdab55a15097ac09fe8a	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	55159	mlp-tune-fast/size-dense-renders/pexels-photo-4210863__sz160.png
2edc8b8cc93d7e09884c1793b0550be3c6a7dd60f4f7529e005d2f8aa1ac5b4e	cid22-train	photo	CID22-512px-train	CC-BY-SA-4.0	272507	mlp-tune-fast/cid22-train/pexels-photo-6096399.png
2f1ba6a3c196a9baea7ac09f791e2847417e13de5770e6dcf975583406f0224e	gb82-screen	screenshot	gb82-screens	CC0-1.0	24510	mlp-tune-fast/gb82-screen/graph.png
2f3a49c10df1909a6b4668f3b7d12d9695759f9463d52e5f164b5c36ce250149	size-dense-renders	photo	zenwebp-size-dense-lanczos3	CC-BY-SA-4.0	26859	mlp-tune-fast/size-dense-renders/pexels-photo-3568544__sz128.png
2f3d5b9b639bbf5b382f47af437f57f86e1a3c4299f982ea81cc55fb396f9666	clic-train	photo	clic2025-native-train	Unsplash	2862750	mlp-tune-fast/clic-train/7e499613c3e376ea93afb3649719abeb.png
