image_path	size_class
/home/lilith/work/codec-corpus/CID22/CID22-512/training/14768480444_bc0a1b4a2e_o.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1484678.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1484678.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1536017106.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1536017106.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1545529.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1545529.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1546166.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1546166.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1570264.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1570264.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1583244.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1583244.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1583339.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1583339.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/159741.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/159741.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1599791.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1599791.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/160577.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/160577.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1618269.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1618269.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1624307.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/162511.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/162511.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/164338.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/164338.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1661950.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1661950.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/167491.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/167491.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1687147.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1687147.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/169647.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/169647.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1722183.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1722183.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1796698.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1796698.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1910225.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1910225.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1938351.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1938351.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1943411.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1963557.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/1963557.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2020432.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2020432.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2062426.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/207691.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/207691.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/208560.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/208560.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/209864.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/209864.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/21169144185_3f7977cb5a_o.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/21169144185_3f7977cb5a_o.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2119713.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2119713.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2123337.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2123337.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2127969.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2127969.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2156881.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2156881.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2184504.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2184504.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2208891.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2208891.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2232979.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2232979.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/225284.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/225284.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2263510.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2263510.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2272939.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2272939.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2290070.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2290070.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2291004.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2291004.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2387532-srgb.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2387532-srgb.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2387876.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2387876.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/239581.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/239581.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2444429.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2444429.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2471234.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2471234.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2504911.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2504911.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2581922.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2581922.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/258947.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/258947.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2599868.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2599868.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2600340.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2600340.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/261045.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/261045.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/262780.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/262780.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2666598.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2666598.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2693208.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2693208.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/271619.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/271619.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/271624.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/271624.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2738653.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2738653.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2866385.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/2866385.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3004909.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3004909.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3044702.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3044702.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3214023.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3214023.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3311574.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3311574.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3315291.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3315291.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/33162.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/33162.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3316926_opo25u.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3316926_opo25u.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3330118.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3330118.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/333963.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/333963.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3363331.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3363331.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3396657.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3396657.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3493730.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3493730.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3534924.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3534924.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3571065.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3571065.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3584430.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3584430.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/35875869841_0b10e41e57_o.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/35875869841_0b10e41e57_o.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3616956.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3616956.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3623285.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3623285.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3705529.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3705529.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3779187.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3779187.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3779828.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3779828.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3794859.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3794859.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3836671.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3836671.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3952034.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3952034.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3DPieChart.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/3DPieChart.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/4099238.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/4099238.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/45258.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/45258.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/459728.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/4666751.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/4666751.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/4843579.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/4843579.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/4934193.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/5097354.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/5097354.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/5146462.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/5146462.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/5184684.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/5184684.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/5212582.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/5212582.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/53435.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/53435.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/5398956.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/5398956.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/551991.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/551991.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/5617414.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/5617414.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/5739122.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/5739122.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/580612.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/580612.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/5894435.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/5894435.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/60003.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/60003.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/631292.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/631292.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/631317.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/631317.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/64271.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/64271.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/670530.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/670530.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/67216.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/67216.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/675951.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/675951.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/6763758.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/6763758.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/7062177.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/7062177.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/7062197.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/7062197.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/7062227.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/7062227.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/708587.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/708587.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/7195294.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/7195294.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/7218572.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/7218572.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/7233401.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/7233401.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/7256805.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/7256805.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/7280783.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/7280783.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/7394483.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/7394483.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/8442861.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/8442861.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/861443.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/861443.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/Abstract-Art-1.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/Abstract-Art-1.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/AgilityCourseElements.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/AgilityCourseElements.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/Beam-Space-Processing.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/Boxplot.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/Boxplot.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/EPICA Delta D Plot.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/EPICA Delta D Plot.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/Lungs-Cross-Section-Illustration.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/Lungs-Cross-Section-Illustration.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/No-interference.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/No-interference.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/Performance-Graph.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/StockQuoteGraph-20120521.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/StockQuoteGraph-20120521.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/Temperament-pie-chart-according-to-Eysenck.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/Temperament-pie-chart-according-to-Eysenck.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/Verkehrstote Deutschland 1953-2012.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/Verkehrstote Deutschland 1953-2012.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/adriankierman-report-page.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/adriankierman-report-page.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/akfcrc022.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/akfcrc022.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/klepas-Gentle-giants-of-the-sea-3.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/klepas-Gentle-giants-of-the-sea-3.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/newplot (1).png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/newplot (1).png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/newplot.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/newplot.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/nicubunu_Game_baddie_Policeman.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/nicubunu_Game_baddie_Policeman.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-1029599.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-1029599.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-1075776.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-1075776.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-1130297.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-1130297.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-1544724.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-1544724.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-1933873.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-1933873.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-2598024.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-2598024.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-2686358.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-2686358.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-2802032.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-2802032.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-2811087.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-2811087.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-2846602.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-2846602.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-2908983.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-2908983.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3155588.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3155588.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3193731.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3193731.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3214683.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3214683.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3289880.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3289880.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3568544.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3568544.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3586798.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3586798.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3680501.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3680501.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-4177747.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-4177747.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-4352249.png	medium
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-4352249.png	small
/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-4354221.png	medium
