path	sha256	codecs_keeping	size_classes_kept	original_image_path
mlp-tune/cid22-train/1183021.png	9145ca4c016f84221dd2610f1c2eb5fafeee3ad12cb98b1097fad6e049b42dc5	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1183021.png
mlp-tune/cid22-train/1200348.png	3ce6f1afab7548fe137331028467f0d7514899f624f066b53bac75bdca1b5c32	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1200348.png
mlp-tune/cid22-train/1248582.png	a6672c727167e0a438979481bef9b4227630483d51ce0ec2e886a084debd3af7	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1248582.png
mlp-tune/cid22-train/1277396.png	728793aff5a4fa5af6f5f0ce37b90741cda142ba0a3f1cba2d8e21193061360e	zenwebp,zenwebp_v01	medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1277396.png
mlp-tune/cid22-train/1287145.png	fe6cfaf0db42efd20b16e279554b77f55a056d244b1e8a079f00025c787e7e10	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1287145.png
mlp-tune/cid22-train/1292115.png	09b0f0f333e9993b4b8348f45b8a37be77d4f2b0db1b6b9d2d724c221190f813	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1292115.png
mlp-tune/cid22-train/1370704.png	9118f943d0cdad4c6db400e610e1a06f117a825ea8bcf0cd554ace11f6534be6	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1370704.png
mlp-tune/cid22-train/1391487.png	73977c2d70feb44f3198e8935e584c0b509e48a58fb71dfafd0b70f0776f8234	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1391487.png
mlp-tune/cid22-train/1424246.png	824afd8475d4ed96d532542ce95e418455aaa2f033d0b2595da54932f69722ad	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1424246.png
mlp-tune/cid22-train/1428647.png	7571e199d088a9f9d786f061013801ba94755be219c6700198c228b77ae50d9d	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1428647.png
mlp-tune/cid22-train/144200.png	d7b752ce90f1279a95c0b19b0e32197840cbc5ebd21850ad8a05a9f1b4ea0972	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/144200.png
mlp-tune/cid22-train/144428.png	4853ac426467bca500aab0e778795bcea2b436d3c635fb9c45639c5164e4fd05	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/144428.png
mlp-tune/cid22-train/1454613116.png	031c5a00cfe597fb352b16851f1f26376c757ce6964df920f448cd1928745456	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1454613116.png
mlp-tune/cid22-train/1454804.png	064ca9083dbfd1b77147e03e38484ce5328bb65427be1d2412c7ba9e8d5ad32c	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1454804.png
mlp-tune/cid22-train/1459534.png	531f6ac968fd35a8ce8d9d1d5abb46b32ed55cda22b1541cf65ca715098f29c4	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1459534.png
mlp-tune/cid22-train/146083.png	533ac752a8b8f77e3bf784bad4d1ed1e16083a81e70010e7da62013033b844b1	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/146083.png
mlp-tune/cid22-train/14768480444_bc0a1b4a2e_o.png	7b8e6c6c900dd100803bed725172420c33e11c24ef7b714688a42e04e8b6a321	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/14768480444_bc0a1b4a2e_o.png
mlp-tune/cid22-train/1484678.png	d078d1eb01c0556126ff428ad111e6d002950a6eb2d12b698b02e376f0d63bc9	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1484678.png
mlp-tune/cid22-train/1536017106.png	a8029aecda94962ad4cf61ce3ac9549253600905ff1dc8a3cd2a3c854199b008	zenwebp	medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1536017106.png
mlp-tune/cid22-train/1545529.png	0f247f2be3de720839248db3928bf5ff007092f2c1c6dc1c9d42d22972783bc1	zenavif,zenwebp	medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1545529.png
mlp-tune/cid22-train/1546166.png	6e26dc3766ab30de455db893329cec5367db1f8bcacd63043fbf5305875e33b6	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1546166.png
mlp-tune/cid22-train/1570264.png	dd74f01130abed1a83aeb60e862c7123d8999142afd6e1153645e990e04f3b10	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1570264.png
mlp-tune/cid22-train/1583244.png	f993e34e00864a4c65641528bb797db3d34860e7af7407ce3bd057d73bf22f7a	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1583244.png
mlp-tune/cid22-train/1583339.png	931f1ee4738cb76a78c9390c9bae84c4278e6b491f845ded37a9ec2d19968b15	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1583339.png
mlp-tune/cid22-train/159741.png	696fcf9c3d2c5187efeff5fccf951d2f5f610fa67b213bfe1394673bc4e4b1d3	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/159741.png
mlp-tune/cid22-train/1599791.png	bd0990eb2b99d03f4cef01f40a9415a2e82cd3ade9d928c2878c368fcc31acf7	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1599791.png
mlp-tune/cid22-train/160577.png	58664d54e416413055dc41a4da2b7c779c51c0a3ca43a43017ba904fbac027ac	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/160577.png
mlp-tune/cid22-train/1618269.png	4f1f079b6df07baa8dc055f79491caee90d1a1a21ead5ef590dc13d821147766	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1618269.png
mlp-tune/cid22-train/1624307.png	d70c17530b8bdc58f10549150822369f293dd585b73e23e5d16bd76b14308f43	zenwebp,zenwebp_v01	medium,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1624307.png
mlp-tune/cid22-train/162511.png	b27640aadc947d2b511138f698760250d660a109e43ff4662649251bba5bef01	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/162511.png
mlp-tune/cid22-train/164338.png	1a3c6d7079ab345a61ee0d54484873f7fff7a2667cb3228ba7cf374953414335	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/164338.png
mlp-tune/cid22-train/1661950.png	0641a95c9d3641b791a2262a97895da215a523b5a0b8cb4f5634da5e573dbcd5	zenwebp	medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1661950.png
mlp-tune/cid22-train/167491.png	636f149a620c73a0dac0496523ebeda24578c1d63140136f7630fda208090258	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/167491.png
mlp-tune/cid22-train/1687147.png	ca7462c9157e88e77cb454a643aeb2ae9a1774eec018c15dc40f4cdba34ed10a	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1687147.png
mlp-tune/cid22-train/169647.png	d020c60aab002752905e613643a80919795f42865e42b3a9fc13f4a2c3932870	zenwebp	medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/169647.png
mlp-tune/cid22-train/1722183.png	16e282da0e8b0b84e40bf8a5a6f61134893b6e99f47e2aa399d9b108c9e8488a	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1722183.png
mlp-tune/cid22-train/1796698.png	edaedb8038f9a4ae74f9a07f4001fe537f5c80a1d3cf54b2d777cefa7285e623	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1796698.png
mlp-tune/cid22-train/1910225.png	3c22190ef30bb468cc1e5e77d59fd99024b8f15b287bf7df206f0155fd7837eb	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1910225.png
mlp-tune/cid22-train/1938351.png	d7756217e34c1b598ca70c58f30b7a9f87ae296ddfc846a593425572d2f416dd	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1938351.png
mlp-tune/cid22-train/1943411.png	455d5217d3587c60d885bc45142b1ce1cb4982b099227664f853eb1179fd588a	zenwebp,zenwebp_v01	small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1943411.png
mlp-tune/cid22-train/1963557.png	4c425f980eebf5289637b9de52aa18b6d6dbc3b70d48d6acd7c7c42b8e27ff8d	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/1963557.png
mlp-tune/cid22-train/2020432.png	453419a2c080f7874bcca6eac7fc141b7398f74663b7c215cc6c7efe2f670083	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2020432.png
mlp-tune/cid22-train/2062426.png	03414239b746eccc4dd13ecf3b8eb2990a05180c5b4ac47fe8f746b590c60d27	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2062426.png
mlp-tune/cid22-train/207691.png	ba6f56ae168befc26c822ce550b75d961b149c2bb8d266ba24b61b41a32e2847	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/207691.png
mlp-tune/cid22-train/208560.png	fcb76fc0eb7b94935826862eee5bff83356555605fa9e3c105ef5848aee14c51	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/208560.png
mlp-tune/cid22-train/209864.png	c4ce82f0802a10a58a9a1b1f00afda20aea5e425ea4294c1228de03bbdbdcd59	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/209864.png
mlp-tune/cid22-train/21169144185_3f7977cb5a_o.png	7db42436fe8fe98d40c2b6c6211cd568dd55e9dc4d7682f6aab9678c16e0fdf2	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/21169144185_3f7977cb5a_o.png
mlp-tune/cid22-train/2119713.png	a328b9c2dfeb548931e42c6c14a779adeb8f6b7303d7eb7a80861b398a61fa1c	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2119713.png
mlp-tune/cid22-train/2123337.png	09271fa831e37b2933145d9c2d6e1f904399d0c474a180ebfa90527bab5b2fe1	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2123337.png
mlp-tune/cid22-train/2127969.png	ee79e5929410efcbfce0210b4d63e7a218d15c1dd3362017b41c693a4da9aea4	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2127969.png
mlp-tune/cid22-train/2156881.png	d0753d1ed2da26619e59aca9e381e8737af53d3511d370f501728f461c585a15	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2156881.png
mlp-tune/cid22-train/2184504.png	cfe77cbb21e0f8874ad2e2ff1016b60167b94709a9c0bef4d13a681e03458968	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2184504.png
mlp-tune/cid22-train/2208891.png	57a45a3637b4c945796ea82e387c9317aa00b35ea17bcb7a9392b95d0be27780	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2208891.png
mlp-tune/cid22-train/2232979.png	0bada1eb6a9f523e5e3a4d5c4742f6c21607c27996b314f47d837fdef7a8ee18	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2232979.png
mlp-tune/cid22-train/225284.png	d1d112c620e157e5e3dfe7e73444b3a5c1b171481c05df8a7b10af7016559462	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/225284.png
mlp-tune/cid22-train/2263510.png	ddfcb9f285b4a26c1ab284759a9cd89e6b936d0b95eeef6ef40ae763600d9062	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2263510.png
mlp-tune/cid22-train/2272939.png	59264dcb0d06ec3862d060308bc4f612227871d4a8ef929842d0d91bc1c08613	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2272939.png
mlp-tune/cid22-train/2290070.png	f2a3b3ab721ee33cf86c804653150bfc2710acb6b5104a56c49f241ab24e7beb	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2290070.png
mlp-tune/cid22-train/2291004.png	6cf302438682e79bfc75a958e9e5cb99b81054b8d8f0f32fabf05126353e70a2	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2291004.png
mlp-tune/cid22-train/2387532-srgb.png	96a8d79d12644e8a8613c51a015ca92c06e3d49d01e6f22429ee328abfec07b9	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2387532-srgb.png
mlp-tune/cid22-train/2387876.png	559dcb9f61e50666a568d93153c6adc9ba9961e74a4d40ec1940e48acba8caaa	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2387876.png
mlp-tune/cid22-train/239581.png	e8829891cfdf5eadf03d56f1308911ebb7639f954fddb6d0b98c66a68670d022	zenwebp	medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/239581.png
mlp-tune/cid22-train/2444429.png	a351391f2eb2f9155479b77b973417837f331a1cf4d0b0cef2636f3c7a309c07	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2444429.png
mlp-tune/cid22-train/2471234.png	e81bc8e780a78a7d504a2cb00849b50e74bca68b810e10009af6ce1237ecded2	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2471234.png
mlp-tune/cid22-train/2504911.png	34bb0b11368c8c073b5129e760124d387bdf83428d8369e9a8d1b36772fb5edb	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2504911.png
mlp-tune/cid22-train/2581922.png	fd45000f61631b89a60ea0687e4de1a24b306987f14caa23cfc1215d9b0ed873	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2581922.png
mlp-tune/cid22-train/258947.png	36b42129ddc9788b1e50d827b044fd27892ba0c40132c4444ecdb65c41d18cd3	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/258947.png
mlp-tune/cid22-train/2599868.png	61502859dfb1c397569148158adb822ba1233715a79a819782c5b7db4e78ea9d	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2599868.png
mlp-tune/cid22-train/2600340.png	a3f6653863ae3b8720270a34166ee4d21b6d5c8d3016cafa0d662e9246fadd55	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2600340.png
mlp-tune/cid22-train/26103251787_d8635e260d_o.png	78db509d55006c65290ebd973c3ba18f41edcd2d3322adc9ed4e577b3eb54255	zenwebp_v01	large,medium,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/26103251787_d8635e260d_o.png
mlp-tune/cid22-train/261045.png	e08f21788ad719562cdaaf75b9d8954f2a9abe2de2ef39c8170130ef80c44082	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/261045.png
mlp-tune/cid22-train/262780.png	7da928e622f1c9e7363056488614b4245327575e24f29e1550b7458f8eb75409	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/262780.png
mlp-tune/cid22-train/2666598.png	e008a4d40291048c7aaea98b4ec36db084f20fef06f9eff7522233d60bdaca07	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2666598.png
mlp-tune/cid22-train/2693208.png	7c9d4589df63dea470e4e2b1d0f45c95823a77dad8b7b75b0f674d3290ea6578	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2693208.png
mlp-tune/cid22-train/2693212.png	579cdcd5b001aed17131ca0f6d1d04b035d36588121bf5289ff93552bc8998b3	zenwebp_v01	tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2693212.png
mlp-tune/cid22-train/271619.png	cc0a0e025fe84b1c53179969aa6a44d67968c0857686ea811081b3e14e047868	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/271619.png
mlp-tune/cid22-train/271624.png	91d92fa38e464f651ef6fd33c2d38988d9ca47e35a4c62da90cd96744045c1ee	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/271624.png
mlp-tune/cid22-train/2738653.png	dadcbf4182f3914f73f83368d02006531c67350f9c9b518e6706c8fd26baf78a	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2738653.png
mlp-tune/cid22-train/2866385.png	61469e73ec74a52b697aff7c88cca6852de3141faa4a0071a0506e6bf343e968	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/2866385.png
mlp-tune/cid22-train/3004909.png	5b6c609e7aafd797f68349218fa51cc1f46554370c622b59f4d4fa84adaf37a0	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3004909.png
mlp-tune/cid22-train/3044702.png	821da5b225cf17265f31e530c1ac7bd382ff72d68bf01bbb81a29bfbb8c13796	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3044702.png
mlp-tune/cid22-train/3214023.png	4c4b302fee5f591cae7eda62f9649a019399aa8ded1116ed16a868fdf4b88439	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3214023.png
mlp-tune/cid22-train/3311574.png	43680e32a575b8b63e76c89a7ca3c8d6ac1c601ec1436018e8881eae1679b92a	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3311574.png
mlp-tune/cid22-train/3315291.png	99802bd36c883f8c72029648db75cc8fef633a7ae112648b371ea96f0f1ecf6a	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3315291.png
mlp-tune/cid22-train/33162.png	153928a81c3811f0bd08ad1dbed0c6c950c1ca702134b6629b95a4ec488143ab	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/33162.png
mlp-tune/cid22-train/3316926_opo25u.png	3f52e59c075c0db318234891d84ddda07511a4895ebde43f63e2ba5a8f55947e	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3316926_opo25u.png
mlp-tune/cid22-train/3330118.png	e13b7b6733f140fc58a59cc6b6f2510a65e0cfe360efeb68b0953dbe229399c0	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3330118.png
mlp-tune/cid22-train/333963.png	7415e1c1c0f11ca5f08251eb126cd315897067a985a8cdde839d1b44e02d7f15	zenwebp	medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/333963.png
mlp-tune/cid22-train/3363331.png	5ed2ddbf31810914fdabc65d3136f31e2cd2e3d3e007775a17ddfa6683ce7d64	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3363331.png
mlp-tune/cid22-train/3396657.png	9060cfbf1bc79127408770259f4b625fa880992f274bad3cea9a341d30bfc114	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3396657.png
mlp-tune/cid22-train/3493730.png	6dfcd3ed8ab72de6475ae061ae04cea1b8fbd3ba6a20ff1a22359f51049885c1	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3493730.png
mlp-tune/cid22-train/3534924.png	749a229cb5915a3176a015f3c238129b0a2ee95566181ba44b01eb08d565c1bd	zenwebp,zenwebp_v01	large,medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3534924.png
mlp-tune/cid22-train/3571065.png	a33a4451646774da67a57c9aa5ef7fba65898468c2c94f6d2457401586bf23de	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3571065.png
mlp-tune/cid22-train/3584430.png	8a512c6991f18a93ce67eebf1699a6d55e64bf2922ad479b1bdfa02dcaccd1ca	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3584430.png
mlp-tune/cid22-train/35875869841_0b10e41e57_o.png	3f54eae8d4982961b41c77383912706c0e234dd7bc94c82f95d966bc7abbe7c7	zenavif,zenwebp	medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/35875869841_0b10e41e57_o.png
mlp-tune/cid22-train/3616956.png	aa26689478b7ff599cff546d98a413bbfb15865b6795af8dfaeb9b399b41a045	zenwebp	medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3616956.png
mlp-tune/cid22-train/3623285.png	25af4760cd403b050a6c4c046e1bf254b0e58361037b13d1961090ee2fd309fe	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3623285.png
mlp-tune/cid22-train/3705529.png	c1cbf77470005bc4548e73ac2c6cf6506ef1dd6b4f29c2371d81d800a2de0e15	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3705529.png
mlp-tune/cid22-train/3779187.png	767ce568a47adb36ed942dad4d3cc56e0b24845ef9f5eb84fa38c9cd70767ead	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3779187.png
mlp-tune/cid22-train/3779828.png	d554f0c0ab4020427e3b3d65ec617a28b51fff81fcbcf9ba3f99dc520fa32451	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3779828.png
mlp-tune/cid22-train/3794859.png	38cd1141583567651c0ea20966a0765e0516f02b3cf85ae292638c73764f908e	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3794859.png
mlp-tune/cid22-train/3836671.png	5f3e9cfe5a2c652d4ada06f9008c7776a78ab9df6423878037f3dab1a8b7bfd8	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3836671.png
mlp-tune/cid22-train/3952034.png	616b2a4c014d40f6222c78cf353e7609b6ed5448c4f2092186908ee352f751db	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3952034.png
